insp_id,tag_dwg,insp_date,insp_type,finding_text,fouling_pct,wall_min_mm,vib_mm_s,severity,recommendation,next_insp_due
INS-2022-0224,101-P-003B,2022-01-19,VIBRATION,Overhead reflux pump B (P-103B) was inspected for vibration on 2022-01-19. Vibration level measured at 1.9 mm/s. Equipment is operating within expected parameters for column overhead reflux service. No abnormal vibration detected during inspection.,,,0.56,LOW,No action,2022-04-20
INS-2022-0225,101-P-004A,2022-01-19,VIBRATION,Atmospheric residue bottoms pump A (P-104A) was inspected for vibration on 2022-01-19. Vibration reading recorded at 3.22 mm/s. Equipment is operating within expected parameters. No abnormal noise or movement observed during inspection.,,,2.4,LOW,No action,2022-04-20
INS-2022-0226,101-P-006B,2022-01-19,VIBRATION,Diesel product pump B (P-106B) was inspected for vibration on 2022-01-19 during diesel rundown service. Vibration measurement recorded was 2.88 mm/s. Visual inspection showed no abnormalities in the pump casing or mounting. The lubrication seal appeared intact with no signs of leakage.,,,0.55,LOW,No action,2022-04-20
INS-2022-0227,101-P-001A,2022-01-30,VIBRATION,Crude charge pump A (P-101A) was inspected for vibration on 2022-01-30. The vibration reading recorded was 3.41 mm/s. The unit is in crude charge service to the heater. Previous maintenance included a vibration check and lubrication seal inspection.,,,2.49,LOW,No action,2022-05-01
INS-2022-0228,101-P-001B,2022-04-18,VIBRATION,Crude charge pump B (P-101B) was inspected for vibration on 2022-04-18. Vibration reading recorded at 2.2 mm/s. Equipment operating in crude charge to heater service. Previous maintenance included vibration check and lubrication seal inspection.,,,2.35,LOW,No action,2022-07-18
INS-2022-0229,101-P-002A,2022-04-18,VIBRATION,Desalter water pump A (P-102A) was inspected for vibration on 2022-04-18. Vibration reading recorded was 2.38 mm/s. The inspection was conducted in relation to the lube seal condition. No visible leaks or abnormalities were noted at the seal area during the inspection.,,,0.61,LOW,No action,2022-07-18
INS-2022-0230,101-P-004B,2022-04-18,VIBRATION,Atmospheric residue bottoms pump B (P-104B) was inspected for vibration on 2022-04-18. The vibration reading recorded was 3.05 mm/s. The equipment is operating within expected vibration parameters. No abnormalities were observed during the inspection.,,,2.41,LOW,No action,2022-07-18
INS-2022-0231,101-P-005A,2022-04-18,VIBRATION,Naphtha product pump A (P-105A) vibration measurement taken on 2022-04-18 showed a reading of 2.98 mm/s. The inspection was conducted as part of the vibration check for the lube seal. No visible abnormalities were observed on the pump casing or seal area during the inspection.,,,0.55,LOW,No action,2022-07-18
INS-2022-0232,101-P-002B,2022-04-19,VIBRATION,Desalter water pump B (P-102B) was inspected for vibration on 2022-04-19. The vibration reading recorded was 1.84 mm/s. No abnormalities were observed during the inspection. The pump is operating within expected vibration parameters.,,,2.35,LOW,No action,2022-07-19
INS-2022-0233,101-P-003A,2022-04-19,VIBRATION,Overhead reflux pump A (P-103A) was inspected for vibration on 2022-04-19. The vibration reading recorded was 2.91 mm/s. The pump is operating in the column overhead reflux service. Previous maintenance included a vibration check and lubrication seal inspection.,,,0.56,LOW,No action,2022-07-19
INS-2022-0234,101-P-005B,2022-04-19,VIBRATION,Naphtha product pump B (P-105B) was inspected for vibration on 2022-04-19 during naphtha rundown service. Vibration reading recorded at 2.89 mm/s. Visual inspection showed no abnormalities in the pump casing or mounting. Lubrication seal area appeared intact with no signs of leakage.,,,2.41,LOW,No action,2022-07-19
INS-2022-0235,101-P-006A,2022-04-19,VIBRATION,Diesel product pump A (P-106A) was inspected for vibration on 2022-04-19 during diesel rundown service. Vibration amplitude measured 1.86 mm/s. No abnormalities noted in the vibration signature. Equipment operating within expected parameters.,,,0.56,LOW,No action,2022-07-19
INS-2022-0236,101-P-003B,2022-04-20,VIBRATION,The overhead reflux pump B (P-103B) serving the column overhead reflux was inspected for vibration on 2022-04-20. Vibration readings recorded were 2.11 mm/s. The pump showed no visible signs of abnormal wear or damage during the inspection. The most recent work order referenced lubrication seal inspection and vibration check.,,,2.26,LOW,No action,2022-07-20
INS-2022-0237,101-P-004A,2022-04-20,VIBRATION,Atmospheric residue bottoms pump A (P-104A) was inspected for vibration on 2022-04-20. The vibration reading recorded was 3.36 mm/s. The pump is in column bottoms service as per drawing 101-P-004A. The most recent work order involved a vibration check and lubrication seal inspection.,,,0.6,LOW,No action,2022-07-20
INS-2022-0238,101-P-006B,2022-04-20,VIBRATION,Diesel product pump B (P-106B) was inspected on 2022-04-20 for vibration levels during diesel rundown service. The vibration reading recorded was 3.36 mm/s. No abnormal vibration patterns were observed at the time of inspection. The pump was operating within expected parameters.,,,2.35,LOW,No action,2022-07-20
INS-2022-0239,101-P-001A,2022-05-01,VIBRATION,Crude charge pump A (P-101A) was inspected for vibration on 2022-05-01. Vibration velocity measured 2.67 mm/s. The pump is in crude charge service to the heater. Previous work order involved vibration check and lubrication seal inspection.,,,2.59,LOW,No action,2022-07-31
INS-2022-0240,101-C-001,2022-05-09,UT_THICKNESS,"The atmospheric distillation column C-101, used for crude fractionation, was inspected using ultrasonic thickness measurement on 2022-05-09. The minimum wall thickness recorded was 13.84 mm. No anomalies or deviations from expected thickness values were observed during the inspection.",,13.84,,LOW,No action,2023-05-09
INS-2022-0241,101-D-001,2022-05-10,UT_THICKNESS,The overhead reflux drum (D-101) was inspected using ultrasonic thickness measurement on 2022-05-10. The minimum wall thickness recorded was 11.85 mm. The equipment is in overhead accumulator service as per drawing 101-D-001. The inspection was conducted in conjunction with external inspection and lube condition assessment.,,11.85,,LOW,No action,2023-05-10
INS-2022-0242,101-E-001,2022-05-11,UT_THICKNESS,Ultrasonic thickness inspection of crude/atmospheric residue preheat exchanger #1 (E-101) hot end conducted on 2022-05-11 showed a minimum wall thickness of 6.12 mm. No visible external damage or corrosion was observed on the exchanger shell or tubesheet during the inspection. The equipment was in crude preheat service at the time of inspection.,,6.12,,LOW,No action,2023-05-11
INS-2022-0243,101-E-010,2022-05-11,UT_THICKNESS,Ultrasonic thickness inspection of kerosene stripper reboiler (E-110) conducted on 2022-05-11 revealed a minimum wall thickness of 5.29 mm. The inspection was performed in accordance with drawing 101-E-010. No visible external damage or corrosion was observed during the examination.,,5.29,,MEDIUM,"Monitor, re-UT in 12 months",2023-05-11
INS-2022-0244,101-V-001,2022-05-11,UT_THICKNESS,Ultrasonic thickness inspection performed on electrostatic desalter V-101 on 2022-05-11 revealed a minimum wall thickness of 10.41 mm. The equipment is in crude desalting service as per drawing 101-V-001. No visible external damage or corrosion was observed at the inspection locations.,,10.41,,MEDIUM,"Monitor, re-UT in 12 months",2023-05-11
INS-2022-0245,103-D-012,2022-05-11,UT_THICKNESS,"The kerosene stripper (D-102, drawing 103-D-012) was inspected using ultrasonic thickness measurement on 2022-05-11. The minimum wall thickness recorded was 11.9 mm. The equipment is in kerosene stripping service. The inspection was conducted following the recent external inspection related to lube condition.",,11.9,,LOW,No action,2023-05-11
INS-2022-0246,101-D-003,2022-05-12,UT_THICKNESS,Ultrasonic thickness measurement performed on Diesel Stripper D-103 (drawing 101-D-003) on 2022-05-12 indicated a minimum wall thickness of 11.84 mm. Equipment is in diesel stripping service. No abnormalities noted during inspection.,,11.84,,LOW,No action,2023-05-12
INS-2022-0247,101-E-002,2022-05-12,UT_THICKNESS,"Ultrasonic thickness inspection conducted on May 12, 2022, on crude/atmospheric residue preheat exchanger #2 (E-102) revealed a minimum wall thickness of 6.25 mm. The equipment is in crude preheat service as per drawing 101-E-002. No visible external damage or corrosion was noted at the time of inspection.",,6.25,,LOW,No action,2023-05-12
INS-2022-0248,101-E-011,2022-05-12,UT_THICKNESS,"The Diesel Product/Boiler Feed Water exchanger (E-111, drawing 101-E-011) was inspected on 2022-05-12 using ultrasonic thickness measurement. The minimum wall thickness recorded was 6.14 mm. The equipment is in service for diesel product cooling. No anomalies were detected during this inspection.",,6.14,,LOW,No action,2023-05-12
INS-2022-0249,101-D-004,2022-05-13,UT_THICKNESS,"The residue flash drum (D-104, drawing 101-D-004) was inspected on 2022-05-13 using ultrasonic thickness measurement. The minimum wall thickness recorded was 11.8 mm. The equipment is currently in residue flash service. The last documented work order involved an external inspection related to lube condition.",,11.8,,LOW,No action,2023-05-13
INS-2022-0250,101-E-003,2022-05-13,UT_THICKNESS,Ultrasonic thickness inspection of crude/kerosene pumparound preheat exchanger #3 (E-103) on 2022-05-13 showed a minimum wall thickness of 6.12 mm. The exchanger is in service for crude preheat and kerosene pumparound. No anomalies or deviations from expected thickness were noted during this inspection.,,6.12,,LOW,No action,2023-05-13
INS-2022-0251,101-E-012,2022-05-13,UT_THICKNESS,"The residue rundown cooler (E-112, drawing 101-E-012) was inspected on 2022-05-13 using ultrasonic thickness measurement. The minimum wall thickness recorded was 6.09 mm. The equipment is in service for atmospheric residue rundown. The most recent work order referenced external inspection of lube condition.",,6.09,,LOW,No action,2023-05-13
INS-2022-0252,101-E-004,2022-05-14,UT_THICKNESS,Ultrasonic thickness inspection of crude/diesel pumparound preheat exchanger #4 (E-104) conducted on 2022-05-14 recorded a minimum wall thickness of 6.21 mm. The equipment is operating in crude preheat and diesel pumparound service. No visible external damage or corrosion was observed on the exchanger shell during the inspection.,,6.21,,LOW,No action,2023-05-14
INS-2022-0253,101-H-001,2022-05-14,UT_THICKNESS,The crude fired heater H-101 was inspected using ultrasonic thickness measurement on 2022-05-14. The minimum wall thickness recorded was 6.3 mm. No anomalies or deviations from expected thickness values were observed during the inspection.,,6.3,,LOW,No action,2023-05-14
INS-2022-0254,101-E-015,2022-05-15,UT_THICKNESS,Ultrasonic thickness inspection of crude/AGO product preheat exchanger #5 (E-105) conducted on 2022-05-15 revealed a minimum wall thickness of 6.14 mm. The exchanger is operating in crude preheat and AGO service. No visible external damage or corrosion was observed during the inspection.,,6.14,,LOW,No action,2023-05-15
INS-2022-0255,101-E-006,2022-05-16,UT_THICKNESS,The crude/atmospheric residue preheat exchanger #6 (E-106) was inspected using ultrasonic thickness measurement on 2022-05-16. The minimum wall thickness recorded at the cold end was 6.3 mm. No visible external damage or corrosion was observed on the exchanger shell or tubes during the inspection.,,6.3,,LOW,No action,2023-05-16
INS-2022-0256,101-E-007,2022-05-17,UT_THICKNESS,Ultrasonic thickness measurement performed on overhead naphtha condenser E-107 (drawing 101-E-007) on 2022-05-17 indicated a minimum wall thickness of 6.15 mm. The equipment is in service for column overhead condensing. No visible external damage or corrosion was observed during the inspection.,,6.15,,LOW,No action,2023-05-17
INS-2022-0257,101-E-008A,2022-05-18,UT_THICKNESS,The overhead trim condenser (two-bundle) E-108 was inspected using ultrasonic thickness measurement on 2022-05-18. The minimum wall thickness recorded was 6.2 mm. The equipment is in column overhead trim service. The inspection was conducted in conjunction with an external inspection of the lube condition.,,6.2,,LOW,No action,2023-05-18
INS-2022-0258,101-E-009,2022-05-19,UT_THICKNESS,"Ultrasonic thickness inspection of Naphtha/crude interchanger (E-109, drawing 101-E-009) conducted on 2022-05-19 showed a minimum wall thickness of 6.17 mm. The equipment is in service for naphtha product and crude. No visible external damage or abnormalities were noted during the inspection.",,6.17,,LOW,No action,2023-05-19
